route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_boarding
1,3298,4805314,Tarrytown - Grand Central Terminal,442,1,,1,1
1,3298,4805313,Tarrytown - Grand Central Terminal,436,1,,1,1
1,3298,4805049,Tarrytown - Grand Central Terminal,446,1,,1,1
1,3298,4805119,Scarborough - Grand Central Terminal,720,1,,1,1
1,3298,4804853,Ossining - Grand Central Terminal,728,1,,1,1
1,3298,4805492,Croton Harmon - Grand Central Terminal,768,1,,1,1
1,3298,4805608,Croton Harmon - Grand Central Terminal,766,1,,1,1
1,3298,4805603,Croton Harmon - Grand Central Terminal,750,1,,1,1
1,3298,4805535,Croton Harmon - Grand Central Terminal,704,1,,1,1
1,3298,4805305,Croton Harmon - Grand Central Terminal,700,1,,1,1
1,3298,4805276,Croton Harmon - Grand Central Terminal,794,1,,1,1
1,3298,4805242,Croton Harmon - Grand Central Terminal,758,1,,1,1
1,3298,4805232,Croton Harmon - Grand Central Terminal,712,1,,1,1
1,3298,4805230,Croton Harmon - Grand Central Terminal,708,1,,1,1
1,3298,4805264,Croton Harmon - Grand Central Terminal,790,1,,1,1
1,3298,4805263,Croton Harmon - Grand Central Terminal,784,1,,1,1
1,3298,4805252,Croton Harmon - Grand Central Terminal,770,1,,1,1
1,3298,4805251,Croton Harmon - Grand Central Terminal,744,1,,1,1
1,3298,4805383,Croton Harmon - Grand Central Terminal,774,1,,1,1
1,3298,4805371,Croton Harmon - Grand Central Terminal,738,1,,1,1
1,3298,4805370,Croton Harmon - Grand Central Terminal,730,1,,1,1
1,3298,4805141,Croton Harmon - Grand Central Terminal,788,1,,1,1
1,3298,4805135,Croton Harmon - Grand Central Terminal,776,1,,1,1
1,3298,4805131,Croton Harmon - Grand Central Terminal,746,1,,1,1
1,3298,4805120,Croton Harmon - Grand Central Terminal,732,1,,1,1
1,3298,4805110,Croton Harmon - Grand Central Terminal,714,1,,1,1
1,3298,4805744,Croton Harmon - Grand Central Terminal,796,1,,1,1
1,3298,4805731,Croton Harmon - Grand Central Terminal,782,1,,1,1
1,3298,4805726,Croton Harmon - Grand Central Terminal,772,1,,1,1
1,3298,4805724,Croton Harmon - Grand Central Terminal,740,1,,1,1
1,3298,4805716,Croton Harmon - Grand Central Terminal,754,1,,1,1
1,3298,4805715,Croton Harmon - Grand Central Terminal,724,1,,1,1
1,3298,4805651,Croton Harmon - Grand Central Terminal,742,1,,1,1
1,3298,4804982,Croton Harmon - Grand Central Terminal,748,1,,1,1
1,3298,4804968,Croton Harmon - Grand Central Terminal,710,1,,1,1
1,3298,4804997,Croton Harmon - Grand Central Terminal,780,1,,1,1
1,3298,4804909,Croton Harmon - Grand Central Terminal,702,1,,1,1
1,3298,4804867,Croton Harmon - Grand Central Terminal,792,1,,1,1
1,3298,4804861,Croton Harmon - Grand Central Terminal,778,1,,1,1
1,3298,4804858,Croton Harmon - Grand Central Terminal,762,1,,1,1
1,3298,4804854,Croton Harmon - Grand Central Terminal,736,1,,1,1
2,3298,4805183,Hartsdale - Grand Central Terminal,532,1,,3,1
2,3298,4805633,North White Plains - Grand Central Terminal,552,1,,3,1
2,3298,4805628,North White Plains - Grand Central Terminal,520,1,,3,1
2,3298,4805624,North White Plains - Grand Central Terminal,584,1,,3,1
2,3298,4805075,North White Plains - Grand Central Terminal,590,1,,3,1
2,3298,4805066,North White Plains - Grand Central Terminal,574,1,,3,1
2,3298,4804927,North White Plains - Grand Central Terminal,504,1,,3,1
2,3298,4805625,North White Plains - Grand Central Terminal,586,1,,3,1
2,3298,4805565,North White Plains - Grand Central Terminal,594,1,,3,1
2,3298,4805557,North White Plains - Grand Central Terminal,562,1,,3,1
2,3298,4805514,North White Plains - Grand Central Terminal,536,1,,3,1
2,3298,4805508,North White Plains - Grand Central Terminal,580,1,,3,1
2,3298,4805300,North White Plains - Grand Central Terminal,558,1,,3,1
2,3298,4805286,North White Plains - Grand Central Terminal,540,1,,3,1
2,3298,4805468,North White Plains - Grand Central Terminal,596,1,,3,1
2,3298,4805462,North White Plains - Grand Central Terminal,578,1,,3,1
2,3298,4805407,North White Plains - Grand Central Terminal,582,1,,3,1
2,3298,4805184,North White Plains - Grand Central Terminal,548,1,,3,1
2,3298,4805168,North White Plains - Grand Central Terminal,512,1,,3,1
2,3298,4805166,North White Plains - Grand Central Terminal,510,1,,3,1
2,3298,4805165,North White Plains - Grand Central Terminal,508,1,,3,1
2,3298,4805163,North White Plains - Grand Central Terminal,564,1,,3,1
2,3298,4805111,North White Plains - Grand Central Terminal,300,1,,3,1
2,3298,4805711,North White Plains - Grand Central Terminal,306,1,,3,1
2,3298,4805696,North White Plains - Grand Central Terminal,598,1,,3,1
2,3298,4805654,North White Plains - Grand Central Terminal,502,1,,3,1
2,3298,4805032,North White Plains - Grand Central Terminal,566,1,,3,1
2,3298,4805030,North White Plains - Grand Central Terminal,554,1,,3,1
2,3298,4804935,North White Plains - Grand Central Terminal,576,1,,3,1
2,3298,4804928,North White Plains - Grand Central Terminal,506,1,,3,1
2,3298,4804903,North White Plains - Grand Central Terminal,568,1,,3,1
2,3298,4804901,North White Plains - Grand Central Terminal,556,1,,3,1
2,3298,4804887,North White Plains - Grand Central Terminal,534,1,,3,1
2,3298,4804884,North White Plains - Grand Central Terminal,588,1,,3,1
2,3298,4804813,North White Plains - Grand Central Terminal,560,1,,3,1
2,3298,4805360,Mount Kisco - Grand Central Terminal,688,1,,3,1
2,3298,4805216,Mount Kisco - Grand Central Terminal,628,1,,3,1
2,3298,4805092,Mount Kisco - Grand Central Terminal,646,1,,3,1
2,3298,4805577,Mount Kisco - Grand Central Terminal,650,1,,3,1
2,3298,4805529,Mount Kisco - Grand Central Terminal,636,1,,3,1
2,3298,4805161,Mount Kisco - Grand Central Terminal,672,1,,3,1
2,3298,4805706,Mount Kisco - Grand Central Terminal,684,1,,3,1
2,3298,4805033,Mount Kisco - Grand Central Terminal,692,1,,3,1
2,3298,4804894,Mount Kisco - Grand Central Terminal,632,1,,3,1
2,3298,4805575,Golden's Bridge - Grand Central Terminal,618,1,,3,1
2,3298,4805765,Southeast - Grand Central Terminal,694,1,,3,1
2,3298,4805629,Southeast - Grand Central Terminal,606,1,,3,1
2,3298,4805359,Southeast - Grand Central Terminal,682,1,,3,1
2,3298,4805357,Southeast - Grand Central Terminal,660,1,,3,1
2,3298,4805349,Southeast - Grand Central Terminal,614,1,,3,1
2,3298,4805088,Southeast - Grand Central Terminal,612,1,,3,1
2,3298,4805292,Southeast - Grand Central Terminal,644,1,,3,1
2,3298,4805281,Southeast - Grand Central Terminal,608,1,,3,1
2,3298,4805478,Southeast - Grand Central Terminal,690,1,,3,1
2,3298,4805427,Southeast - Grand Central Terminal,696,1,,3,1
2,3298,4805417,Southeast - Grand Central Terminal,664,1,,3,1
2,3298,4805414,Southeast - Grand Central Terminal,638,1,,3,1
2,3298,4805412,Southeast - Grand Central Terminal,634,1,,3,1
2,3298,4805210,Southeast - Grand Central Terminal,652,1,,3,1
2,3298,4805169,Southeast - Grand Central Terminal,698,1,,3,1
2,3298,4805162,Southeast - Grand Central Terminal,676,1,,3,1
2,3298,4805160,Southeast - Grand Central Terminal,670,1,,3,1
2,3298,4805147,Southeast - Grand Central Terminal,600,1,,3,1
2,3298,4805708,Southeast - Grand Central Terminal,686,1,,3,1
2,3298,4805705,Southeast - Grand Central Terminal,680,1,,3,1
2,3298,4805026,Southeast - Grand Central Terminal,640,1,,3,1
2,3298,4805018,Southeast - Grand Central Terminal,604,1,,3,1
2,3298,4804954,Southeast - Grand Central Terminal,656,1,,3,1
2,3298,4804953,Southeast - Grand Central Terminal,648,1,,3,1
2,3298,4804892,Southeast - Grand Central Terminal,630,1,,3,1
2,3298,4804890,Southeast - Grand Central Terminal,610,1,,3,1
2,3298,4804889,Southeast - Grand Central Terminal,602,1,,3,1
2,3298,4804834,Southeast - Grand Central Terminal,616,1,,3,1
2,3298,4804849,Mt Vernon West - Grand Central Terminal,324,1,,3,1
2,3298,4805483,Crestwood - Grand Central Terminal,314,1,,3,1
2,3298,4805365,Crestwood - Grand Central Terminal,334,1,,3,1
2,3298,4805597,Crestwood - Grand Central Terminal,316,1,,3,1
2,3298,4805512,Crestwood - Grand Central Terminal,522,1,,3,1
2,3298,4805112,Crestwood - Grand Central Terminal,336,1,,3,1
2,3298,4805766,Grand Central Terminal - Southeast,699,0,,14,1
2,3298,4805221,Grand Central Terminal - Southeast,689,0,,14,1
2,3298,4805220,Grand Central Terminal - Southeast,687,0,,14,1
2,3298,4805089,Grand Central Terminal - Southeast,619,0,,14,1
2,3298,4804948,Grand Central Terminal - Southeast,623,0,,14,1
2,3298,4805578,Grand Central Terminal - Southeast,653,0,,14,1
2,3298,4805530,Grand Central Terminal - Southeast,675,0,,14,1
2,3298,4805350,Grand Central Terminal - Southeast,615,0,,14,1
2,3298,4805304,Grand Central Terminal - Southeast,695,0,,14,1
2,3298,4805280,Grand Central Terminal - Southeast,603,0,,14,1
2,3298,4805470,Grand Central Terminal - Southeast,651,0,,14,1
2,3298,4805469,Grand Central Terminal - Southeast,617,0,,14,1
2,3298,4805426,Grand Central Terminal - Southeast,693,0,,14,1
2,3298,4805159,Grand Central Terminal - Southeast,645,0,,14,1
2,3298,4805158,Grand Central Terminal - Southeast,641,0,,14,1
2,3298,4805157,Grand Central Terminal - Southeast,639,0,,14,1
2,3298,4805707,Grand Central Terminal - Southeast,685,0,,14,1
2,3298,4805697,Grand Central Terminal - Southeast,655,0,,14,1
2,3298,4805029,Grand Central Terminal - Southeast,671,0,,14,1
2,3298,4805027,Grand Central Terminal - Southeast,663,0,,14,1
2,3298,4805019,Grand Central Terminal - Southeast,605,0,,14,1
2,3298,4804967,Grand Central Terminal - Southeast,691,0,,14,1
2,3298,4804960,Grand Central Terminal - Southeast,681,0,,14,1
2,3298,4804900,Grand Central Terminal - Southeast,679,0,,14,1
2,3298,4804898,Grand Central Terminal - Southeast,635,0,,14,1
2,3298,4804893,Grand Central Terminal - Southeast,631,0,,14,1
2,3298,4804891,Grand Central Terminal - Southeast,611,0,,14,1
2,3298,4804888,Grand Central Terminal - Southeast,601,0,,14,1
2,3298,4804836,Grand Central Terminal - Southeast,649,0,,14,1
2,3298,4804835,Grand Central Terminal - Southeast,627,0,,14,1
2,3298,4804833,Grand Central Terminal - Southeast,613,0,,14,1
2,3298,4805099,Grand Central Terminal - Brewster,659,0,,14,1
2,3298,4805211,Grand Central Terminal - Mount Kisco,657,0,,14,1
2,3298,4805298,Grand Central Terminal - Mount Kisco,677,0,,14,1
2,3298,4805297,Grand Central Terminal - Mount Kisco,673,0,,14,1
2,3298,4805415,Grand Central Terminal - Mount Kisco,643,0,,14,1
2,3298,4805028,Grand Central Terminal - Mount Kisco,665,0,,14,1
2,3298,4804899,Grand Central Terminal - Mount Kisco,669,0,,14,1
2,3298,4805777,Grand Central Terminal - North White Plains,529,0,,14,1
2,3298,4805764,Grand Central Terminal - North White Plains,509,0,,14,1
2,3298,4805634,Grand Central Terminal - North White Plains,553,0,,14,1
2,3298,4805087,Grand Central Terminal - North White Plains,597,0,,14,1
2,3298,4804944,Grand Central Terminal - North White Plains,593,0,,14,1
2,3298,4804943,Grand Central Terminal - North White Plains,591,0,,14,1
2,3298,4805566,Grand Central Terminal - North White Plains,595,0,,14,1
2,3298,4805551,Grand Central Terminal - North White Plains,559,0,,14,1
2,3298,4805547,Grand Central Terminal - North White Plains,545,0,,14,1
2,3298,4805531,Grand Central Terminal - North White Plains,557,0,,14,1
2,3298,4805525,Grand Central Terminal - North White Plains,537,0,,14,1
2,3298,4805521,Grand Central Terminal - North White Plains,607,0,,14,1
2,3298,4805272,Grand Central Terminal - North White Plains,585,0,,14,1
2,3298,4805442,Grand Central Terminal - North White Plains,547,0,,14,1
2,3298,4805440,Grand Central Terminal - North White Plains,541,0,,14,1
2,3298,4805410,Grand Central Terminal - North White Plains,525,0,,14,1
2,3298,4805435,Grand Central Terminal - North White Plains,501,0,,14,1
2,3298,4805204,Grand Central Terminal - North White Plains,589,0,,14,1
2,3298,4805182,Grand Central Terminal - North White Plains,531,0,,14,1
2,3298,4805174,Grand Central Terminal - North White Plains,527,0,,14,1
2,3298,4805172,Grand Central Terminal - North White Plains,513,0,,14,1
2,3298,4805167,Grand Central Terminal - North White Plains,511,0,,14,1
2,3298,4805113,Grand Central Terminal - North White Plains,351,0,,14,1
2,3298,4805761,Grand Central Terminal - North White Plains,555,0,,14,1
2,3298,4805753,Grand Central Terminal - North White Plains,551,0,,14,1
2,3298,4805752,Grand Central Terminal - North White Plains,539,0,,14,1
2,3298,4805748,Grand Central Terminal - North White Plains,523,0,,14,1
2,3298,4805663,Grand Central Terminal - North White Plains,505,0,,14,1
2,3298,4805658,Grand Central Terminal - North White Plains,533,0,,14,1
2,3298,4805650,Grand Central Terminal - North White Plains,517,0,,14,1
2,3298,4805067,Grand Central Terminal - North White Plains,575,0,,14,1
2,3298,4805020,Grand Central Terminal - North White Plains,609,0,,14,1
2,3298,4805015,Grand Central Terminal - North White Plains,535,0,,14,1
2,3298,4805012,Grand Central Terminal - North White Plains,599,0,,14,1
2,3298,4804902,Grand Central Terminal - North White Plains,567,0,,14,1
2,3298,4804883,Grand Central Terminal - North White Plains,587,0,,14,1
2,3298,4804820,Grand Central Terminal - North White Plains,563,0,,14,1
2,3298,4804811,Grand Central Terminal - North White Plains,549,0,,14,1
2,3298,4804807,Grand Central Terminal - North White Plains,503,0,,14,1
1,3298,4805498,Grand Central Terminal - Croton Harmon,791,0,,12,1
1,3298,4805497,Grand Central Terminal - Croton Harmon,787,0,,12,1
1,3298,4805767,Grand Central Terminal - Croton Harmon,701,0,,12,1
1,3298,4805479,Grand Central Terminal - Croton Harmon,709,0,,12,1
1,3298,4805363,Grand Central Terminal - Croton Harmon,707,0,,12,1
1,3298,4805615,Grand Central Terminal - Croton Harmon,783,0,,12,1
1,3298,4805607,Grand Central Terminal - Croton Harmon,745,0,,12,1
1,3298,4805602,Grand Central Terminal - Croton Harmon,735,0,,12,1
1,3298,4805595,Grand Central Terminal - Croton Harmon,713,0,,12,1
1,3298,4805536,Grand Central Terminal - Croton Harmon,705,0,,12,1
1,3298,4805282,Grand Central Terminal - Croton Harmon,799,0,,12,1
1,3298,4805241,Grand Central Terminal - Croton Harmon,733,0,,12,1
1,3298,4805240,Grand Central Terminal - Croton Harmon,731,0,,12,1
1,3298,4805231,Grand Central Terminal - Croton Harmon,711,0,,12,1
1,3298,4805262,Grand Central Terminal - Croton Harmon,779,0,,12,1
1,3298,4805481,Grand Central Terminal - Croton Harmon,719,0,,12,1
1,3298,4805480,Grand Central Terminal - Croton Harmon,715,0,,12,1
1,3298,4805393,Grand Central Terminal - Croton Harmon,785,0,,12,1
1,3298,4805372,Grand Central Terminal - Croton Harmon,749,0,,12,1
1,3298,4805369,Grand Central Terminal - Croton Harmon,727,0,,12,1
1,3298,4805170,Grand Central Terminal - Croton Harmon,723,0,,12,1
1,3298,4805130,Grand Central Terminal - Croton Harmon,743,0,,12,1
1,3298,4805122,Grand Central Terminal - Croton Harmon,491,0,,12,1
1,3298,4805121,Grand Central Terminal - Croton Harmon,753,0,,12,1
1,3298,4805745,Grand Central Terminal - Croton Harmon,797,0,,12,1
1,3298,4805718,Grand Central Terminal - Croton Harmon,757,0,,12,1
1,3298,4805717,Grand Central Terminal - Croton Harmon,755,0,,12,1
1,3298,4805645,Grand Central Terminal - Croton Harmon,703,0,,12,1
1,3298,4805042,Grand Central Terminal - Croton Harmon,793,0,,12,1
1,3298,4805041,Grand Central Terminal - Croton Harmon,777,0,,12,1
1,3298,4804991,Grand Central Terminal - Croton Harmon,773,0,,12,1
1,3298,4804989,Grand Central Terminal - Croton Harmon,767,0,,12,1
1,3298,4804988,Grand Central Terminal - Croton Harmon,763,0,,12,1
1,3298,4804981,Grand Central Terminal - Croton Harmon,747,0,,12,1
1,3298,4804980,Grand Central Terminal - Croton Harmon,737,0,,12,1
1,3298,4804886,Grand Central Terminal - Croton Harmon,795,0,,12,1
1,3298,4804866,Grand Central Terminal - Croton Harmon,789,0,,12,1
1,3298,4804865,Grand Central Terminal - Croton Harmon,781,0,,12,1
1,3298,4804860,Grand Central Terminal - Croton Harmon,775,0,,12,1
1,3298,4804859,Grand Central Terminal - Croton Harmon,769,0,,12,1
1,3298,4804855,Grand Central Terminal - Croton Harmon,739,0,,12,1
1,3298,4805604,Grand Central Terminal - Greystone,485,0,,12,1
1,3298,4805484,Grand Central Terminal - Greystone,461,0,,12,1
1,3298,4805712,Grand Central Terminal - Greystone,469,0,,12,1
1,3298,4805653,Grand Central Terminal - Greystone,457,0,,12,1
1,3298,4804984,Grand Central Terminal - Greystone,481,0,,12,1
2,3298,4804923,Grand Central Terminal - Crestwood,367,0,,14,1
2,3298,4805544,Grand Central Terminal - Crestwood,363,0,,14,1
2,3298,4804922,Grand Central Terminal - Crestwood,357,0,,14,1
1,3298,4805312,Irvington - Grand Central Terminal,426,1,,1,1
1,3298,4805768,Croton Harmon - Grand Central Terminal,706,1,,1,1
1,3298,4805233,Croton Harmon - Grand Central Terminal,716,1,,1,1
1,3298,4804978,Croton Harmon - Grand Central Terminal,722,1,,1,1
2,3298,4805040,Hartsdale - Grand Central Terminal,526,1,,3,1
2,3298,4804878,Hartsdale - Grand Central Terminal,518,1,,3,1
2,3298,4805770,North White Plains - Grand Central Terminal,572,1,,3,1
2,3298,4805315,North White Plains - Grand Central Terminal,500,1,,3,1
2,3298,4805309,North White Plains - Grand Central Terminal,514,1,,3,1
2,3298,4805441,North White Plains - Grand Central Terminal,542,1,,3,1
2,3298,4805659,North White Plains - Grand Central Terminal,544,1,,3,1
2,3298,4805646,North White Plains - Grand Central Terminal,570,1,,3,1
2,3298,4805039,North White Plains - Grand Central Terminal,516,1,,3,1
2,3298,4804915,North White Plains - Grand Central Terminal,528,1,,3,1
2,3298,4805090,Southeast - Grand Central Terminal,624,1,,3,1
2,3298,4805576,Southeast - Grand Central Terminal,622,1,,3,1
2,3298,4805364,Crestwood - Grand Central Terminal,308,1,,3,1
2,3298,4805598,Crestwood - Grand Central Terminal,330,1,,3,1
2,3298,4805150,Crestwood - Grand Central Terminal,524,1,,3,1
2,3298,4804969,Crestwood - Grand Central Terminal,338,1,,3,1
2,3298,4805358,Grand Central Terminal - Southeast,661,0,,14,1
2,3298,4805637,Grand Central Terminal - Brewster,667,0,,14,1
2,3298,4805771,Grand Central Terminal - North White Plains,579,0,,14,1
2,3298,4805623,Grand Central Terminal - North White Plains,581,0,,14,1
2,3298,4805532,Grand Central Terminal - North White Plains,565,0,,14,1
2,3298,4805746,Grand Central Terminal - North White Plains,521,0,,14,1
2,3298,4805676,Grand Central Terminal - North White Plains,577,0,,14,1
2,3298,4805675,Grand Central Terminal - North White Plains,561,0,,14,1
2,3298,4805034,Grand Central Terminal - North White Plains,569,0,,14,1
2,3298,4805013,Grand Central Terminal - North White Plains,519,0,,14,1
2,3298,4804882,Grand Central Terminal - North White Plains,583,0,,14,1
2,3298,4804822,Grand Central Terminal - North White Plains,573,0,,14,1
2,3298,4804805,Grand Central Terminal - North White Plains,543,0,,14,1
1,3298,4805491,Grand Central Terminal - Croton Harmon,761,0,,12,1
1,3298,4805485,Grand Central Terminal - Croton Harmon,751,0,,12,1
1,3298,4804990,Grand Central Terminal - Croton Harmon,771,0,,12,1
1,3298,4804917,Grand Central Terminal - Croton Harmon,759,0,,12,1
3,3298,4805611,Grand Central Terminal - South Norwalk,1442,0,,16,1
3,3298,4805729,Grand Central Terminal - South Norwalk,1464,0,,16,1
3,3298,4804995,Grand Central Terminal - South Norwalk,1458,0,,16,1
4,3298,4805505,New Canaan - Stamford,1787,1,,8,1
4,3298,4805269,New Canaan - Stamford,1789,1,,8,1
4,3298,4805421,New Canaan - Stamford,1771,1,,8,1
4,3298,4805406,New Canaan - Stamford,1797,1,,8,1
4,3298,4805394,New Canaan - Stamford,1755,1,,8,1
4,3298,4805385,New Canaan - Stamford,1745,1,,8,1
4,3298,4805146,New Canaan - Stamford,1799,1,,8,1
4,3298,4805733,New Canaan - Stamford,1759,1,,8,1
4,3298,4805010,New Canaan - Stamford,1795,1,,8,1
4,3298,4805000,New Canaan - Stamford,1767,1,,8,1
4,3298,4804999,New Canaan - Stamford,1763,1,,8,1
4,3298,4804998,New Canaan - Stamford,1751,1,,8,1
3,3298,4805487,Grand Central Terminal - Stamford,1394,0,,16,1
3,3298,4805084,Grand Central Terminal - Stamford,1332,0,,16,1
3,3298,4805083,Grand Central Terminal - Stamford,1330,0,,16,1
3,3298,4805564,Grand Central Terminal - Stamford,1328,0,,16,1
3,3298,4805344,Grand Central Terminal - Stamford,1320,0,,16,1
3,3298,4805308,Grand Central Terminal - Stamford,1336,0,,16,1
3,3298,4805267,Grand Central Terminal - Stamford,1304,0,,16,1
3,3298,4805248,Grand Central Terminal - Stamford,1412,0,,16,1
3,3298,4805235,Grand Central Terminal - Stamford,1390,0,,16,1
3,3298,4805234,Grand Central Terminal - Stamford,1378,0,,16,1
3,3298,4805401,Grand Central Terminal - Stamford,1306,0,,16,1
3,3298,4805382,Grand Central Terminal - Stamford,1314,0,,16,1
3,3298,4805437,Grand Central Terminal - Stamford,1358,0,,16,1
3,3298,4805429,Grand Central Terminal - Stamford,1338,0,,16,1
3,3298,4805180,Grand Central Terminal - Stamford,1360,0,,16,1
3,3298,4805133,Grand Central Terminal - Stamford,1312,0,,16,1
3,3298,4805123,Grand Central Terminal - Stamford,1404,0,,16,1
3,3298,4805115,Grand Central Terminal - Stamford,1388,0,,16,1
3,3298,4805102,Grand Central Terminal - Stamford,1368,0,,16,1
3,3298,4805742,Grand Central Terminal - Stamford,1308,0,,16,1
3,3298,4805682,Grand Central Terminal - Stamford,1302,0,,16,1
3,3298,4805655,Grand Central Terminal - Stamford,1352,0,,16,1
3,3298,4805073,Grand Central Terminal - Stamford,1318,0,,16,1
3,3298,4804971,Grand Central Terminal - Stamford,1384,0,,16,1
3,3298,4804804,Grand Central Terminal - Old Greenwich,1362,0,,16,1
3,3298,4805085,Grand Central Terminal - Harrison,1254,0,,16,1
3,3298,4805656,Grand Central Terminal - Harrison,1364,0,,16,1
3,3298,4804827,Grand Central Terminal - Harrison,1270,0,,16,1
3,3298,4805573,Grand Central Terminal - New Rochelle,1268,0,,16,1
3,3298,4805496,Bridgeport - Grand Central Terminal,1439,1,,5,1
3,3298,4805249,Bridgeport - Grand Central Terminal,1417,1,,5,1
3,3298,4805386,Bridgeport - Grand Central Terminal,1427,1,,5,1
3,3298,4805126,Bridgeport - Grand Central Terminal,1409,1,,5,1
3,3298,4804994,Bridgeport - Grand Central Terminal,1451,1,,5,1
3,3298,4805642,New Haven - Grand Central Terminal,1571,1,,5,1
3,3298,4805621,New Haven - Grand Central Terminal,1551,1,,5,1
3,3298,4805091,New Haven - Grand Central Terminal,1537,1,,5,1
3,3298,4805079,New Haven - Grand Central Terminal,1527,1,,5,1
3,3298,4804946,New Haven - Grand Central Terminal,1521,1,,5,1
3,3298,4805534,New Haven - Grand Central Terminal,1569,1,,5,1
3,3298,4805593,New Haven - Grand Central Terminal,1591,1,,5,1
3,3298,4805293,New Haven - Grand Central Terminal,1559,1,,5,1
3,3298,4805285,New Haven - Grand Central Terminal,1509,1,,5,1
3,3298,4805284,New Haven - Grand Central Terminal,1507,1,,5,1
3,3298,4805444,New Haven - Grand Central Terminal,1599,1,,5,1
3,3298,4805207,New Haven - Grand Central Terminal,1529,1,,5,1
3,3298,4805144,New Haven - Grand Central Terminal,1549,1,,5,1
3,3298,4805739,New Haven - Grand Central Terminal,1541,1,,5,1
3,3298,4804895,New Haven - Grand Central Terminal,1513,1,,5,1
3,3298,4805643,NH-State St. - Grand Central Terminal,1573,1,,5,1
3,3298,4805218,NH-State St. - Grand Central Terminal,1579,1,,5,1
3,3298,4805763,NH-State St. - Grand Central Terminal,1575,1,,5,1
4,3298,4805493,New Canaan - Grand Central Terminal,1735,1,,8,1
4,3298,4805501,New Canaan - Grand Central Terminal,1777,1,,8,1
4,3298,4805384,New Canaan - Grand Central Terminal,1723,1,,8,1
4,3298,4805377,New Canaan - Grand Central Terminal,1711,1,,8,1
4,3298,4805727,New Canaan - Grand Central Terminal,1731,1,,8,1
4,3298,4804868,New Canaan - Grand Central Terminal,1775,1,,8,1
3,3298,4804941,New Rochelle - Grand Central Terminal,1225,1,,5,1
3,3298,4805673,New Rochelle - Grand Central Terminal,1233,1,,5,1
3,3298,4804959,New Rochelle - Grand Central Terminal,1313,1,,5,1
3,3298,4805339,Harrison - Grand Central Terminal,1239,1,,5,1
3,3298,4805555,Harrison - Grand Central Terminal,1241,1,,5,1
3,3298,4805338,Harrison - Grand Central Terminal,1235,1,,5,1
3,3298,4805461,Harrison - Grand Central Terminal,1279,1,,5,1
3,3298,4805454,Harrison - Grand Central Terminal,1245,1,,5,1
3,3298,4805194,Harrison - Grand Central Terminal,1237,1,,5,1
3,3298,4805684,Harrison - Grand Central Terminal,1327,1,,5,1
3,3298,4805057,Harrison - Grand Central Terminal,1231,1,,5,1
3,3298,4805538,Port Chester - Grand Central Terminal,1323,1,,5,1
3,3298,4805428,Greenwich - Grand Central Terminal,1333,1,,5,1
3,3298,4805362,Stamford - Grand Central Terminal,1371,1,,5,1
3,3298,4804947,Stamford - Grand Central Terminal,1331,1,,5,1
3,3298,4805318,Stamford - Grand Central Terminal,1361,1,,5,1
3,3298,4805316,Stamford - Grand Central Terminal,1345,1,,5,1
3,3298,4805246,Stamford - Grand Central Terminal,1399,1,,5,1
3,3298,4805446,Stamford - Grand Central Terminal,1367,1,,5,1
3,3298,4805425,Stamford - Grand Central Terminal,1321,1,,5,1
3,3298,4805397,Stamford - Grand Central Terminal,1477,1,,5,1
3,3298,4805396,Stamford - Grand Central Terminal,1473,1,,5,1
3,3298,4805436,Stamford - Grand Central Terminal,1347,1,,5,1
3,3298,4805132,Stamford - Grand Central Terminal,1311,1,,5,1
3,3298,4805114,Stamford - Grand Central Terminal,1381,1,,5,1
3,3298,4805104,Stamford - Grand Central Terminal,1373,1,,5,1
3,3298,4805730,Stamford - Grand Central Terminal,1469,1,,5,1
3,3298,4805714,Stamford - Grand Central Terminal,1389,1,,5,1
3,3298,4805713,Stamford - Grand Central Terminal,1385,1,,5,1
3,3298,4805657,Stamford - Grand Central Terminal,1365,1,,5,1
3,3298,4805051,Stamford - Grand Central Terminal,1353,1,,5,1
3,3298,4804986,Stamford - Grand Central Terminal,1411,1,,5,1
3,3298,4804870,Stamford - Grand Central Terminal,1303,1,,5,1
3,3298,4804851,Stamford - Grand Central Terminal,1383,1,,5,1
3,3298,4805495,South Norwalk - Grand Central Terminal,1429,1,,5,1
3,3298,4805626,South Norwalk - Grand Central Terminal,1497,1,,5,1
3,3298,4805257,Fairfield Metro - Grand Central Terminal,1419,1,,5,1
3,3298,4805387,Fairfield Metro - Grand Central Terminal,1433,1,,5,1
4,3298,4805617,Grand Central Terminal - New Canaan,1758,0,,19,1
4,3298,4805500,Grand Central Terminal - New Canaan,1774,0,,19,1
4,3298,4805533,Grand Central Terminal - New Canaan,1740,0,,19,1
4,3298,4805395,Grand Central Terminal - New Canaan,1770,0,,19,1
4,3298,4805732,Grand Central Terminal - New Canaan,1752,0,,19,1
4,3298,4804863,Grand Central Terminal - New Canaan,1750,0,,19,1
4,3298,4805609,Stamford - New Canaan,1730,0,,19,1
4,3298,4805271,Stamford - New Canaan,1794,0,,19,1
4,3298,4805270,Stamford - New Canaan,1790,0,,19,1
4,3298,4805268,Stamford - New Canaan,1786,0,,19,1
4,3298,4805256,Stamford - New Canaan,1738,0,,19,1
4,3298,4805255,Stamford - New Canaan,1734,0,,19,1
