route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_boarding
2,3310,4816875,Grand Central Terminal - Southeast,635,0,,14,1
2,3310,4816873,Grand Central Terminal - Southeast,631,0,,14,1
2,3310,4816872,Grand Central Terminal - Southeast,627,0,,14,1
2,3310,4816869,Grand Central Terminal - Southeast,613,0,,14,1
2,3310,4817793,Grand Central Terminal - Southeast,699,0,,14,1
2,3310,4817786,Grand Central Terminal - Southeast,685,0,,14,1
2,3310,4817063,Grand Central Terminal - Southeast,691,0,,14,1
2,3310,4816848,Grand Central Terminal - Southeast,601,0,,14,1
2,3310,4817372,Grand Central Terminal - Southeast,615,0,,14,1
2,3310,4816946,Grand Central Terminal - Southeast,611,0,,14,1
2,3310,4817722,Grand Central Terminal - Southeast,655,0,,14,1
2,3310,4817448,Grand Central Terminal - Southeast,693,0,,14,1
2,3310,4817329,Grand Central Terminal - Southeast,695,0,,14,1
2,3310,4817322,Grand Central Terminal - Southeast,689,0,,14,1
2,3310,4816997,Grand Central Terminal - Southeast,623,0,,14,1
2,3310,4817006,Grand Central Terminal - Southeast,681,0,,14,1
2,3310,4817000,Grand Central Terminal - Southeast,671,0,,14,1
2,3310,4816999,Grand Central Terminal - Southeast,663,0,,14,1
2,3310,4817621,Grand Central Terminal - Southeast,653,0,,14,1
2,3310,4817321,Grand Central Terminal - Southeast,687,0,,14,1
2,3310,4817509,Grand Central Terminal - Southeast,675,0,,14,1
2,3310,4817508,Grand Central Terminal - Southeast,651,0,,14,1
2,3310,4817504,Grand Central Terminal - Southeast,617,0,,14,1
2,3310,4817227,Grand Central Terminal - Southeast,603,0,,14,1
2,3310,4816973,Grand Central Terminal - Southeast,605,0,,14,1
2,3310,4817133,Grand Central Terminal - Brewster,659,0,,14,1
2,3310,4816882,Grand Central Terminal - Mount Kisco,669,0,,14,1
2,3310,4817379,Grand Central Terminal - Mount Kisco,643,0,,14,1
2,3310,4817005,Grand Central Terminal - Mount Kisco,665,0,,14,1
2,3310,4817272,Grand Central Terminal - Mount Kisco,677,0,,14,1
2,3310,4817271,Grand Central Terminal - Mount Kisco,673,0,,14,1
2,3310,4817269,Grand Central Terminal - Mount Kisco,657,0,,14,1
2,3310,4817118,Grand Central Terminal - North White Plains,597,0,,14,1
2,3310,4817092,Grand Central Terminal - North White Plains,513,0,,14,1
2,3310,4817090,Grand Central Terminal - North White Plains,511,0,,14,1
2,3310,4816941,Grand Central Terminal - North White Plains,563,0,,14,1
2,3310,4816938,Grand Central Terminal - North White Plains,503,0,,14,1
2,3310,4816859,Grand Central Terminal - North White Plains,549,0,,14,1
2,3310,4816822,Grand Central Terminal - North White Plains,567,0,,14,1
2,3310,4817795,Grand Central Terminal - North White Plains,533,0,,14,1
2,3310,4817790,Grand Central Terminal - North White Plains,523,0,,14,1
2,3310,4817561,Grand Central Terminal - North White Plains,501,0,,14,1
2,3310,4816832,Grand Central Terminal - North White Plains,587,0,,14,1
2,3310,4817723,Grand Central Terminal - North White Plains,505,0,,14,1
2,3310,4817627,Grand Central Terminal - North White Plains,517,0,,14,1
2,3310,4817137,Grand Central Terminal - North White Plains,351,0,,14,1
2,3310,4817747,Grand Central Terminal - North White Plains,509,0,,14,1
2,3310,4817710,Grand Central Terminal - North White Plains,555,0,,14,1
2,3310,4817705,Grand Central Terminal - North White Plains,551,0,,14,1
2,3310,4817785,Grand Central Terminal - North White Plains,529,0,,14,1
2,3310,4817665,Grand Central Terminal - North White Plains,559,0,,14,1
2,3310,4817602,Grand Central Terminal - North White Plains,595,0,,14,1
2,3310,4817589,Grand Central Terminal - North White Plains,545,0,,14,1
2,3310,4817490,Grand Central Terminal - North White Plains,547,0,,14,1
2,3310,4817462,Grand Central Terminal - North White Plains,537,0,,14,1
2,3310,4817320,Grand Central Terminal - North White Plains,531,0,,14,1
2,3310,4817184,Grand Central Terminal - North White Plains,527,0,,14,1
2,3310,4817112,Grand Central Terminal - North White Plains,575,0,,14,1
2,3310,4816994,Grand Central Terminal - North White Plains,609,0,,14,1
2,3310,4817684,Grand Central Terminal - North White Plains,539,0,,14,1
2,3310,4817594,Grand Central Terminal - North White Plains,553,0,,14,1
2,3310,4817498,Grand Central Terminal - North White Plains,557,0,,14,1
2,3310,4817488,Grand Central Terminal - North White Plains,541,0,,14,1
2,3310,4817483,Grand Central Terminal - North White Plains,607,0,,14,1
2,3310,4817434,Grand Central Terminal - North White Plains,525,0,,14,1
2,3310,4817210,Grand Central Terminal - North White Plains,585,0,,14,1
2,3310,4817204,Grand Central Terminal - North White Plains,589,0,,14,1
2,3310,4816963,Grand Central Terminal - North White Plains,593,0,,14,1
2,3310,4816962,Grand Central Terminal - North White Plains,591,0,,14,1
2,3310,4816954,Grand Central Terminal - North White Plains,599,0,,14,1
2,3310,4816951,Grand Central Terminal - North White Plains,535,0,,14,1
1,3310,4817161,Grand Central Terminal - Croton Harmon,723,0,,12,1
1,3310,4817158,Grand Central Terminal - Croton Harmon,491,0,,12,1
1,3310,4817096,Grand Central Terminal - Croton Harmon,753,0,,12,1
1,3310,4816828,Grand Central Terminal - Croton Harmon,769,0,,12,1
1,3310,4817797,Grand Central Terminal - Croton Harmon,757,0,,12,1
1,3310,4817796,Grand Central Terminal - Croton Harmon,755,0,,12,1
1,3310,4817543,Grand Central Terminal - Croton Harmon,719,0,,12,1
1,3310,4817168,Grand Central Terminal - Croton Harmon,743,0,,12,1
1,3310,4817068,Grand Central Terminal - Croton Harmon,763,0,,12,1
1,3310,4816927,Grand Central Terminal - Croton Harmon,795,0,,12,1
1,3310,4816852,Grand Central Terminal - Croton Harmon,781,0,,12,1
1,3310,4816842,Grand Central Terminal - Croton Harmon,775,0,,12,1
1,3310,4817629,Grand Central Terminal - Croton Harmon,713,0,,12,1
1,3310,4817516,Grand Central Terminal - Croton Harmon,715,0,,12,1
1,3310,4817069,Grand Central Terminal - Croton Harmon,767,0,,12,1
1,3310,4817030,Grand Central Terminal - Croton Harmon,747,0,,12,1
1,3310,4817023,Grand Central Terminal - Croton Harmon,737,0,,12,1
1,3310,4817044,Grand Central Terminal - Croton Harmon,793,0,,12,1
1,3310,4817775,Grand Central Terminal - Croton Harmon,797,0,,12,1
1,3310,4817759,Grand Central Terminal - Croton Harmon,701,0,,12,1
1,3310,4817649,Grand Central Terminal - Croton Harmon,703,0,,12,1
1,3310,4817548,Grand Central Terminal - Croton Harmon,787,0,,12,1
1,3310,4817547,Grand Central Terminal - Croton Harmon,709,0,,12,1
1,3310,4817546,Grand Central Terminal - Croton Harmon,705,0,,12,1
1,3310,4817428,Grand Central Terminal - Croton Harmon,749,0,,12,1
1,3310,4817315,Grand Central Terminal - Croton Harmon,799,0,,12,1
1,3310,4816919,Grand Central Terminal - Croton Harmon,789,0,,12,1
1,3310,4816916,Grand Central Terminal - Croton Harmon,739,0,,12,1
1,3310,4817427,Grand Central Terminal - Croton Harmon,707,0,,12,1
1,3310,4817219,Grand Central Terminal - Croton Harmon,779,0,,12,1
1,3310,4817652,Grand Central Terminal - Croton Harmon,745,0,,12,1
1,3310,4817639,Grand Central Terminal - Croton Harmon,783,0,,12,1
1,3310,4817638,Grand Central Terminal - Croton Harmon,735,0,,12,1
1,3310,4817549,Grand Central Terminal - Croton Harmon,791,0,,12,1
1,3310,4817307,Grand Central Terminal - Croton Harmon,711,0,,12,1
1,3310,4817411,Grand Central Terminal - Croton Harmon,785,0,,12,1
1,3310,4817409,Grand Central Terminal - Croton Harmon,727,0,,12,1
1,3310,4817286,Grand Central Terminal - Croton Harmon,733,0,,12,1
1,3310,4817285,Grand Central Terminal - Croton Harmon,731,0,,12,1
1,3310,4816967,Grand Central Terminal - Croton Harmon,777,0,,12,1
1,3310,4816966,Grand Central Terminal - Croton Harmon,773,0,,12,1
1,3310,4817739,Grand Central Terminal - Greystone,469,0,,12,1
1,3310,4817738,Grand Central Terminal - Greystone,457,0,,12,1
1,3310,4817637,Grand Central Terminal - Greystone,485,0,,12,1
1,3310,4817518,Grand Central Terminal - Greystone,461,0,,12,1
1,3310,4817021,Grand Central Terminal - Greystone,481,0,,12,1
2,3310,4816886,Grand Central Terminal - Crestwood,367,0,,14,1
2,3310,4816885,Grand Central Terminal - Crestwood,357,0,,14,1
2,3310,4817510,Grand Central Terminal - Crestwood,363,0,,14,1
1,3310,4817274,Irvington - Grand Central Terminal,426,1,,1,1
1,3310,4817019,Croton Harmon - Grand Central Terminal,722,1,,1,1
1,3310,4817766,Croton Harmon - Grand Central Terminal,706,1,,1,1
1,3310,4817302,Croton Harmon - Grand Central Terminal,716,1,,1,1
2,3310,4817043,Hartsdale - Grand Central Terminal,526,1,,3,1
2,3310,4816894,Hartsdale - Grand Central Terminal,518,1,,3,1
2,3310,4816933,North White Plains - Grand Central Terminal,528,1,,3,1
2,3310,4817707,North White Plains - Grand Central Terminal,572,1,,3,1
2,3310,4817700,North White Plains - Grand Central Terminal,544,1,,3,1
2,3310,4817489,North White Plains - Grand Central Terminal,542,1,,3,1
2,3310,4817042,North White Plains - Grand Central Terminal,516,1,,3,1
2,3310,4817444,North White Plains - Grand Central Terminal,500,1,,3,1
2,3310,4817216,North White Plains - Grand Central Terminal,514,1,,3,1
2,3310,4817567,North White Plains - Grand Central Terminal,570,1,,3,1
2,3310,4817130,Southeast - Grand Central Terminal,624,1,,3,1
2,3310,4817619,Southeast - Grand Central Terminal,622,1,,3,1
2,3310,4817197,Crestwood - Grand Central Terminal,524,1,,3,1
2,3310,4817016,Crestwood - Grand Central Terminal,338,1,,3,1
2,3310,4817632,Crestwood - Grand Central Terminal,330,1,,3,1
2,3310,4817388,Crestwood - Grand Central Terminal,308,1,,3,1
2,3310,4817380,Grand Central Terminal - Southeast,661,0,,14,1
2,3310,4817622,Grand Central Terminal - Brewster,667,0,,14,1
2,3310,4816867,Grand Central Terminal - North White Plains,583,0,,14,1
2,3310,4816861,Grand Central Terminal - North White Plains,573,0,,14,1
2,3310,4816853,Grand Central Terminal - North White Plains,543,0,,14,1
2,3310,4817018,Grand Central Terminal - North White Plains,519,0,,14,1
2,3310,4816948,Grand Central Terminal - North White Plains,569,0,,14,1
2,3310,4817740,Grand Central Terminal - North White Plains,521,0,,14,1
2,3310,4817715,Grand Central Terminal - North White Plains,577,0,,14,1
2,3310,4817713,Grand Central Terminal - North White Plains,579,0,,14,1
2,3310,4817674,Grand Central Terminal - North White Plains,561,0,,14,1
2,3310,4817610,Grand Central Terminal - North White Plains,581,0,,14,1
2,3310,4817564,Grand Central Terminal - North White Plains,565,0,,14,1
1,3310,4816943,Grand Central Terminal - Croton Harmon,759,0,,12,1
1,3310,4817566,Grand Central Terminal - Croton Harmon,761,0,,12,1
1,3310,4817476,Grand Central Terminal - Croton Harmon,751,0,,12,1
1,3310,4816952,Grand Central Terminal - Croton Harmon,771,0,,12,1
3,3310,4817010,Grand Central Terminal - South Norwalk,1458,0,,16,1
3,3310,4817729,Grand Central Terminal - South Norwalk,1464,0,,16,1
3,3310,4817626,Grand Central Terminal - South Norwalk,1442,0,,16,1
4,3310,4817346,New Canaan - Stamford,1771,1,,8,1
4,3310,4817098,New Canaan - Stamford,1799,1,,8,1
4,3310,4817344,New Canaan - Stamford,1755,1,,8,1
4,3310,4817531,New Canaan - Stamford,1787,1,,8,1
4,3310,4817402,New Canaan - Stamford,1745,1,,8,1
4,3310,4817289,New Canaan - Stamford,1789,1,,8,1
4,3310,4817057,New Canaan - Stamford,1795,1,,8,1
4,3310,4817688,New Canaan - Stamford,1759,1,,8,1
4,3310,4817441,New Canaan - Stamford,1797,1,,8,1
4,3310,4816960,New Canaan - Stamford,1767,1,,8,1
4,3310,4816959,New Canaan - Stamford,1763,1,,8,1
4,3310,4816958,New Canaan - Stamford,1751,1,,8,1
3,3310,4817225,Grand Central Terminal - Stamford,1412,0,,16,1
3,3310,4817129,Grand Central Terminal - Stamford,1368,0,,16,1
3,3310,4817126,Grand Central Terminal - Stamford,1330,0,,16,1
3,3310,4817107,Grand Central Terminal - Stamford,1404,0,,16,1
3,3310,4817101,Grand Central Terminal - Stamford,1388,0,,16,1
3,3310,4817709,Grand Central Terminal - Stamford,1308,0,,16,1
3,3310,4817569,Grand Central Terminal - Stamford,1328,0,,16,1
3,3310,4817342,Grand Central Terminal - Stamford,1338,0,,16,1
3,3310,4817266,Grand Central Terminal - Stamford,1336,0,,16,1
3,3310,4817235,Grand Central Terminal - Stamford,1304,0,,16,1
3,3310,4817127,Grand Central Terminal - Stamford,1332,0,,16,1
3,3310,4817120,Grand Central Terminal - Stamford,1318,0,,16,1
3,3310,4817114,Grand Central Terminal - Stamford,1312,0,,16,1
3,3310,4817758,Grand Central Terminal - Stamford,1302,0,,16,1
3,3310,4817494,Grand Central Terminal - Stamford,1394,0,,16,1
3,3310,4817239,Grand Central Terminal - Stamford,1390,0,,16,1
3,3310,4817229,Grand Central Terminal - Stamford,1378,0,,16,1
3,3310,4817228,Grand Central Terminal - Stamford,1360,0,,16,1
3,3310,4817691,Grand Central Terminal - Stamford,1352,0,,16,1
3,3310,4817475,Grand Central Terminal - Stamford,1358,0,,16,1
3,3310,4817369,Grand Central Terminal - Stamford,1320,0,,16,1
3,3310,4817358,Grand Central Terminal - Stamford,1314,0,,16,1
3,3310,4817357,Grand Central Terminal - Stamford,1306,0,,16,1
3,3310,4816978,Grand Central Terminal - Stamford,1384,0,,16,1
3,3310,4816880,Grand Central Terminal - Old Greenwich,1362,0,,16,1
3,3310,4817720,Grand Central Terminal - Harrison,1364,0,,16,1
3,3310,4816911,Grand Central Terminal - Harrison,1270,0,,16,1
3,3310,4817167,Grand Central Terminal - Harrison,1254,0,,16,1
3,3310,4817648,Grand Central Terminal - New Rochelle,1268,0,,16,1
3,3310,4817110,Bridgeport - Grand Central Terminal,1409,1,,5,1
3,3310,4817009,Bridgeport - Grand Central Terminal,1451,1,,5,1
3,3310,4817515,Bridgeport - Grand Central Terminal,1439,1,,5,1
3,3310,4817249,Bridgeport - Grand Central Terminal,1417,1,,5,1
3,3310,4817360,Bridgeport - Grand Central Terminal,1427,1,,5,1
3,3310,4817636,New Haven - Grand Central Terminal,1571,1,,5,1
3,3310,4817279,New Haven - Grand Central Terminal,1559,1,,5,1
3,3310,4816909,New Haven - Grand Central Terminal,1513,1,,5,1
3,3310,4817769,New Haven - Grand Central Terminal,1541,1,,5,1
3,3310,4817656,New Haven - Grand Central Terminal,1551,1,,5,1
3,3310,4817584,New Haven - Grand Central Terminal,1591,1,,5,1
3,3310,4817528,New Haven - Grand Central Terminal,1569,1,,5,1
3,3310,4817491,New Haven - Grand Central Terminal,1599,1,,5,1
3,3310,4817305,New Haven - Grand Central Terminal,1529,1,,5,1
3,3310,4817296,New Haven - Grand Central Terminal,1509,1,,5,1
3,3310,4817295,New Haven - Grand Central Terminal,1507,1,,5,1
3,3310,4817180,New Haven - Grand Central Terminal,1549,1,,5,1
3,3310,4817173,New Haven - Grand Central Terminal,1537,1,,5,1
3,3310,4817171,New Haven - Grand Central Terminal,1527,1,,5,1
3,3310,4817032,New Haven - Grand Central Terminal,1521,1,,5,1
3,3310,4817640,NH-State St. - Grand Central Terminal,1573,1,,5,1
3,3310,4817750,NH-State St. - Grand Central Terminal,1575,1,,5,1
3,3310,4817207,NH-State St. - Grand Central Terminal,1579,1,,5,1
4,3310,4817417,New Canaan - Grand Central Terminal,1711,1,,8,1
4,3310,4817492,New Canaan - Grand Central Terminal,1735,1,,8,1
4,3310,4816906,New Canaan - Grand Central Terminal,1775,1,,8,1
4,3310,4817702,New Canaan - Grand Central Terminal,1731,1,,8,1
4,3310,4817530,New Canaan - Grand Central Terminal,1777,1,,8,1
4,3310,4817355,New Canaan - Grand Central Terminal,1723,1,,8,1
3,3310,4817015,New Rochelle - Grand Central Terminal,1225,1,,5,1
3,3310,4817737,New Rochelle - Grand Central Terminal,1233,1,,5,1
3,3310,4816988,New Rochelle - Grand Central Terminal,1313,1,,5,1
3,3310,4817150,Harrison - Grand Central Terminal,1231,1,,5,1
3,3310,4817677,Harrison - Grand Central Terminal,1327,1,,5,1
3,3310,4817542,Harrison - Grand Central Terminal,1279,1,,5,1
3,3310,4817533,Harrison - Grand Central Terminal,1245,1,,5,1
3,3310,4817634,Harrison - Grand Central Terminal,1241,1,,5,1
3,3310,4817399,Harrison - Grand Central Terminal,1239,1,,5,1
3,3310,4817398,Harrison - Grand Central Terminal,1235,1,,5,1
3,3310,4817257,Harrison - Grand Central Terminal,1237,1,,5,1
3,3310,4817464,Port Chester - Grand Central Terminal,1323,1,,5,1
3,3310,4817377,Greenwich - Grand Central Terminal,1333,1,,5,1
3,3310,4816855,Stamford - Grand Central Terminal,1303,1,,5,1
3,3310,4816851,Stamford - Grand Central Terminal,1383,1,,5,1
3,3310,4817507,Stamford - Grand Central Terminal,1367,1,,5,1
3,3310,4817384,Stamford - Grand Central Terminal,1371,1,,5,1
3,3310,4817378,Stamford - Grand Central Terminal,1361,1,,5,1
3,3310,4817141,Stamford - Grand Central Terminal,1373,1,,5,1
3,3310,4817113,Stamford - Grand Central Terminal,1311,1,,5,1
3,3310,4817698,Stamford - Grand Central Terminal,1389,1,,5,1
3,3310,4817721,Stamford - Grand Central Terminal,1365,1,,5,1
3,3310,4816996,Stamford - Grand Central Terminal,1331,1,,5,1
3,3310,4816985,Stamford - Grand Central Terminal,1411,1,,5,1
3,3310,4817347,Stamford - Grand Central Terminal,1345,1,,5,1
3,3310,4817697,Stamford - Grand Central Terminal,1385,1,,5,1
3,3310,4817695,Stamford - Grand Central Terminal,1469,1,,5,1
3,3310,4817339,Stamford - Grand Central Terminal,1321,1,,5,1
3,3310,4817474,Stamford - Grand Central Terminal,1347,1,,5,1
3,3310,4817392,Stamford - Grand Central Terminal,1477,1,,5,1
3,3310,4817391,Stamford - Grand Central Terminal,1473,1,,5,1
3,3310,4817241,Stamford - Grand Central Terminal,1399,1,,5,1
3,3310,4817100,Stamford - Grand Central Terminal,1381,1,,5,1
3,3310,4817095,Stamford - Grand Central Terminal,1353,1,,5,1
3,3310,4817514,South Norwalk - Grand Central Terminal,1429,1,,5,1
3,3310,4817643,South Norwalk - Grand Central Terminal,1497,1,,5,1
3,3310,4817389,Fairfield Metro - Grand Central Terminal,1433,1,,5,1
3,3310,4817250,Fairfield Metro - Grand Central Terminal,1419,1,,5,1
4,3310,4817578,Grand Central Terminal - New Canaan,1758,0,,19,1
4,3310,4817526,Grand Central Terminal - New Canaan,1740,0,,19,1
4,3310,4816915,Grand Central Terminal - New Canaan,1750,0,,19,1
4,3310,4817687,Grand Central Terminal - New Canaan,1752,0,,19,1
4,3310,4817345,Grand Central Terminal - New Canaan,1770,0,,19,1
4,3310,4817481,Grand Central Terminal - New Canaan,1774,0,,19,1
4,3310,4817103,Stamford - New Canaan,1726,0,,19,1
4,3310,4817788,Stamford - New Canaan,1798,0,,19,1
4,3310,4817292,Stamford - New Canaan,1718,0,,19,1
4,3310,4816854,Stamford - New Canaan,1722,0,,19,1
4,3310,4817590,Stamford - New Canaan,1730,0,,19,1
4,3310,4817234,Stamford - New Canaan,1738,0,,19,1
4,3310,4817290,Stamford - New Canaan,1790,0,,19,1
4,3310,4817753,Stamford - New Canaan,1716,0,,19,1
4,3310,4817418,Stamford - New Canaan,1712,0,,19,1
4,3310,4817412,Stamford - New Canaan,1782,0,,19,1
4,3310,4817291,Stamford - New Canaan,1794,0,,19,1
4,3310,4817288,Stamford - New Canaan,1786,0,,19,1
4,3310,4817233,Stamford - New Canaan,1734,0,,19,1
3,3310,4817164,Grand Central Terminal - NH-State St.,1504,0,,16,1
3,3310,4817536,Grand Central Terminal - NH-State St.,1514,0,,16,1
3,3310,4817351,Grand Central Terminal - New Haven,1552,0,,16,1
3,3310,4817163,Grand Central Terminal - New Haven,1576,0,,16,1
3,3310,4817088,Grand Central Terminal - New Haven,1590,0,,16,1
3,3310,4817282,Grand Central Terminal - New Haven,1568,0,,16,1
3,3310,4817280,Grand Central Terminal - New Haven,1562,0,,16,1
3,3310,4817208,Grand Central Terminal - New Haven,1582,0,,16,1
3,3310,4817157,Grand Central Terminal - New Haven,1556,0,,16,1
3,3310,4817077,Grand Central Terminal - New Haven,1584,0,,16,1
3,3310,4816841,Grand Central Terminal - New Haven,1554,0,,16,1
3,3310,4817701,Grand Central Terminal - New Haven,1598,0,,16,1
3,3310,4817025,Grand Central Terminal - New Haven,1502,0,,16,1
3,3310,4816925,Grand Central Terminal - New Haven,1548,0,,16,1
3,3310,4816923,Grand Central Terminal - New Haven,1542,0,,16,1
3,3310,4817571,Grand Central Terminal - New Haven,1580,0,,16,1
3,3310,4817544,Grand Central Terminal - New Haven,1530,0,,16,1
3,3310,4817467,Grand Central Terminal - New Haven,1586,0,,16,1
3,3310,4817304,Grand Central Terminal - New Haven,1522,0,,16,1
3,3310,4817226,Grand Central Terminal - New Haven,1574,0,,16,1
3,3310,4817644,Grand Central Terminal - New Haven,1508,0,,16,1
3,3310,4817537,Grand Central Terminal - New Haven,1516,0,,16,1
3,3310,4817170,Grand Central Terminal - New Haven,1526,0,,16,1
3,3310,4816971,Grand Central Terminal - New Haven,1534,0,,16,1
3,3310,4817390,Grand Central Terminal - Bridgeport,1456,0,,16,1
3,3310,4817275,Grand Central Terminal - Bridgeport,1470,0,,16,1
2,3310,4817105,Southeast - Wassaic,991,0,,14,1
2,3310,4817060,Southeast - Wassaic,975,0,,14,1
2,3310,4817703,Southeast - Wassaic,939,0,,14,1
2,3310,4817592,Southeast - Wassaic,923,0,,14,1
2,3310,4817587,Southeast - Wassaic,905,0,,14,1
2,3310,4817563,Southeast - Wassaic,987,0,,14,1
2,3310,4817353,Southeast - Wassaic,915,0,,14,1
2,3310,4817236,Southeast - Wassaic,931,0,,14,1
2,3310,4816939,Grand Central Terminal - Wassaic,967,0,,14,1
2,3310,4817053,Grand Central Terminal - Wassaic,949,0,,14,1
1,3310,4817798,Croton Harmon - Poughkeepsie,899,0,,12,1
1,3310,4817045,Croton Harmon - Poughkeepsie,801,0,,12,1
1,3310,4817166,Grand Central Terminal - Poughkeepsie,821,0,,12,1
1,3310,4817165,Grand Central Terminal - Poughkeepsie,805,0,,12,1
1,3310,4816871,Grand Central Terminal - Poughkeepsie,867,0,,12,1
1,3310,4816829,Grand Central Terminal - Poughkeepsie,849,0,,12,1
1,3310,4817724,Grand Central Terminal - Poughkeepsie,835,0,,12,1
1,3310,4816910,Grand Central Terminal - Poughkeepsie,817,0,,12,1
1,3310,4817756,Grand Central Terminal - Poughkeepsie,807,0,,12,1
1,3310,4817714,Grand Central Terminal - Poughkeepsie,829,0,,12,1
1,3310,4817317,Grand Central Terminal - Poughkeepsie,883,0,,12,1
1,3310,4817352,Grand Central Terminal - Poughkeepsie,893,0,,12,1
1,3310,4817433,Grand Central Terminal - Poughkeepsie,877,0,,12,1
1,3310,4817363,Grand Central Terminal - Poughkeepsie,863,0,,12,1
1,3310,4817117,Grand Central Terminal - Beacon,851,0,,12,1
1,3310,4817253,Grand Central Terminal - Beacon,855,0,,12,1
5,3310,4817522,Danbury - South Norwalk,1881,1,,10,1
5,3310,4817743,Danbury - South Norwalk,1897,1,,10,1
5,3310,4817400,Danbury - South Norwalk,1863,1,,10,1
5,3310,4816969,Danbury - South Norwalk,1851,1,,10,1
3,3310,4816838,New Haven - Stamford,1617,1,,5,1
5,3310,4817693,Danbury - Stamford,1841,1,,10,1
5,3310,4817401,Danbury - Stamford,1873,1,,10,1
5,3310,4817478,Danbury - Stamford,1837,1,,10,1
1,3310,4817022,Croton Harmon - Grand Central Terminal,734,1,,1,1
5,3310,4817046,Danbury - Grand Central Terminal,1819,1,,10,1
3,3310,4817633,New Rochelle - Grand Central Terminal,1217,1,,5,1
3,3310,4817338,Harrison - Grand Central Terminal,1319,1,,5,1
1,3310,4816889,Poughkeepsie - Grand Central Terminal,836,1,,1,1
1,3310,4817781,Poughkeepsie - Grand Central Terminal,878,1,,1,1
1,3310,4817570,Poughkeepsie - Grand Central Terminal,846,1,,1,1
1,3310,4817385,Poughkeepsie - Grand Central Terminal,832,1,,1,1
1,3310,4817027,Poughkeepsie - Grand Central Terminal,810,1,,1,1
1,3310,4816928,Poughkeepsie - Grand Central Terminal,802,1,,1,1
1,3310,4817719,Poughkeepsie - Grand Central Terminal,864,1,,1,1
1,3310,4817340,Poughkeepsie - Grand Central Terminal,848,1,,1,1
1,3310,4817453,Poughkeepsie - Grand Central Terminal,840,1,,1,1
1,3310,4817436,Poughkeepsie - Grand Central Terminal,890,1,,1,1
1,3310,4817419,Poughkeepsie - Grand Central Terminal,806,1,,1,1
1,3310,4817432,Poughkeepsie - Grand Central Terminal,872,1,,1,1
1,3310,4817362,Poughkeepsie - Grand Central Terminal,860,1,,1,1
2,3310,4816856,Wassaic - Grand Central Terminal,932,1,,3,1
2,3310,4817485,Wassaic - Grand Central Terminal,918,1,,3,1
5,3310,4816968,Grand Central Terminal - Danbury,1848,0,,21,1
5,3310,4817479,Stamford - Danbury,1838,0,,21,1
5,3310,4817221,Stamford - Danbury,1844,0,,21,1
5,3310,4816847,South Norwalk - Danbury,1810,0,,21,1
5,3310,4817477,South Norwalk - Danbury,1830,0,,21,1
5,3310,4817742,South Norwalk - Danbury,1882,0,,21,1
5,3310,4817657,South Norwalk - Danbury,1818,0,,21,1
5,3310,4817523,South Norwalk - Danbury,1890,0,,21,1
3,3310,4817404,Grand Central Terminal - New Haven,1560,0,,16,1
2,3310,4817335,Southeast - Dover Plains,999,0,,14,1
2,3310,4816940,Wassaic - Southeast,970,1,,3,1
2,3310,4817054,Wassaic - Southeast,952,1,,3,1
2,3310,4817446,Wassaic - Southeast,990,1,,3,1
2,3310,4817237,Wassaic - Southeast,998,1,,3,1
2,3310,4817445,Wassaic - Southeast,960,1,,3,1
2,3310,4817061,Wassaic - Southeast,982,1,,3,1
2,3310,4817052,Wassaic - Southeast,944,1,,3,1
2,3310,4816975,Wassaic - Southeast,902,1,,3,1
1,3310,4817586,Poughkeepsie - Croton Harmon,894,1,,1,1
3,3310,4817115,Grand Central Terminal - Stamford,1316,0,,16,1
3,3310,4817109,Grand Central Terminal - Stamford,1408,0,,16,1
3,3310,4817106,Grand Central Terminal - Stamford,1392,0,,16,1
3,3310,4816888,Grand Central Terminal - Stamford,1374,0,,16,1
3,3310,4816879,Grand Central Terminal - Stamford,1334,0,,16,1
3,3310,4816850,Grand Central Terminal - Stamford,1382,0,,16,1
3,3310,4816834,Grand Central Terminal - Stamford,1340,0,,16,1
3,3310,4817718,Grand Central Terminal - Stamford,1300,0,,16,1
3,3310,4817140,Grand Central Terminal - Stamford,1370,0,,16,1
3,3310,4817706,Grand Central Terminal - Stamford,1398,0,,16,1
3,3310,4816984,Grand Central Terminal - Stamford,1396,0,,16,1
3,3310,4816979,Grand Central Terminal - Stamford,1386,0,,16,1
3,3310,4817676,Grand Central Terminal - Stamford,1326,0,,16,1
3,3310,4817575,Grand Central Terminal - Stamford,1342,0,,16,1
3,3310,4817265,Grand Central Terminal - Stamford,1322,0,,16,1
3,3310,4817242,Grand Central Terminal - Stamford,1410,0,,16,1
3,3310,4817206,Grand Central Terminal - Stamford,1324,0,,16,1
3,3310,4817354,Grand Central Terminal - Stamford,1376,0,,16,1
3,3310,4817541,Grand Central Terminal - Harrison,1260,0,,16,1
3,3310,4817532,Grand Central Terminal - Harrison,1244,0,,16,1
3,3310,4817413,Grand Central Terminal - Harrison,1246,0,,16,1
3,3310,4816913,Grand Central Terminal - Harrison,1278,0,,16,1
3,3310,4817534,Grand Central Terminal - Harrison,1248,0,,16,1
3,3310,4817647,Grand Central Terminal - New Rochelle,1256,0,,16,1
3,3310,4817728,Bridgeport - Grand Central Terminal,1445,1,,5,1
